position_id,date,actor_type,actor_id,actor_name_zh,source_type,source_ref,stance_axis_id,stance_position,stance_label,position_text_zh,related_pi,related_articles,ingest_date
AP-nhrc-2022-025,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,"（NHRC 對 LOI 第 25 題）中文回應： 一、國民年金針對身心障礙者有「身心障礙年金給付」和「身心障礙基本保證年 金」兩種給付（兩者請領資格不同，同時符合兩種請領資格者，則擇一請領） ， 其基本保障金額雖於 2020 年 1 月 1 日略有調升（自 4,872 元調整為 5,065 元），然仍遠低於身心障礙者個人每月平均開支（1 萬 5,330 元），亦低於依 據社會救助法公告之各地區最低生活費。此外，身心障礙者常因受傷或生病 無法工作而離開職場，中斷勞工保險年資，而加入國民年金保險。初次國家 報告結論性意見第 70c)點已指出，無工作的身心障礙者僅能依國民年金法領 取身心障礙年金，不足以支應基本食物費用。然身心障礙者伴隨著年齡增長， 其醫療費用及照護支出亦隨之增加，NHRC 關注國民年金「身心障礙年金給 付」及「身心障礙基本保證年金」給付金額，不足以保障身心障礙者適足之 生活水準。 二、勞動部 2019 年「身心障礙者勞動狀況調查」指出，身心障礙受僱者每月經 常性薪資平均為 2 萬 8,246 元，同年度我國全年每人每月經常性薪資平均為 4 萬 1,883 元，可見身心障礙受僱者每月經常性薪資明顯低於全年每人每月 經常性薪資。 三、2019 年我國身心障礙者共 118 萬 6,740 人，約占全國總人數 5.03%。但依據 衛生福利部統計，2019 年全國低收入戶、中低收入戶人數為 63 萬 8,707 人， 其中身心障礙者為 8 萬 8,315 人，比例達 13.83%，明顯高於身心障礙者占全 國人口之比例，與一般人口相比，身心障礙者更具經濟弱勢。此外，雖有諸 多身心障礙者生活水準低於貧窮線，但無法取得相關扶助或補助，係因《社 會救助法》以家庭總收入及家庭財產計算是否具備「福利身分」，而非以身 心障礙者個人之收入及財產計算是否符合資格。NHRC 認為相關規定未符合 《CRPD》意旨，另建議政府應針對身心障礙者貧窮議題（包含老年與障礙 貧窮等多重弱勢交織）進行深入調查研究，以瞭解身心障礙者經濟弱勢處境， 據以訂定切合實際需求的協助措施，分配足夠資源，促進身心障礙者維持適 足之生活水準及社會保障。",PI-07,A28,2026-05-01
AP-nhrc-2022-026,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 26 題）中文回應： 一、NHRC 重申監護宣告以心智能力否定其法律能力，不符《CRPD》第 12 條要 求。行政院雖規劃於《總統副總統選舉罷免法》及《公職人員選舉罷免法》 刪除受監護宣告無選舉權之規定，然尚待完成立法程序。NHRC 建議行政院 將前開法律修正案列為優先法案，積極推動修法程序，以確保受監護宣告者 參與政治權利。 二、中央選舉委員會自 2018 年開始編製易讀版投票指南手冊，並於 2021 年製作 全國性公民投票易讀版投票指南手冊、公投溝通圖卡。對此 NHRC 表示肯 定，惟中央選舉委員會未將前開 2021 年公投提案內容轉譯為易讀版本， NHRC 認為除了讓心智障礙者瞭解投票相關程序外，對於政治及公共生活的 實質內容更應平等且完整的提供給身心障礙者，NHRC 建議中央選舉委員會 應將公投提案內容、刊登候選人政見及個人資料之選舉公報，轉譯為易讀版 本，以利心智障礙者充分瞭解。此外，亦應發展多樣化的支持性決策，提高 精神障礙者政治參與。 三、中央選舉委員會及 22 個所屬直轄市、縣市選舉委員會，應針對身心障礙候 選人提供包括（但不限於）政見發表時間的合理調整、無障礙政治活動場所。 中央選舉委員會雖訂定《投票所選擇具備無障礙設施場地注意事項》及《投 票所無障礙設施檢核表》 ，請直轄市、縣（市）選舉委員會指揮、監督鄉（鎮、 市、區）公所依據投票所無障礙設施檢核表逐一檢核投票所，如有不符規定 之項目，予以改善或另覓其他符合規定之場地，然並無相關獎懲配套措施， 迄今尚有將近 8%之投票所未能落實無障礙環境，包括投票所設置於未符合 無障礙環境之民宅或宮廟內、投票所有階梯卻未準備斜坡道、圈票處空間過 於狹窄、投票箱置放於高處等不利於身心障礙者使用者之情形。 四、2021 年 9 月 30 日行政院院會通過中央選舉委員會所提《全國性公民投票不 在籍投票法草案》，開放事先提出申請的本國境內移轉投票，惟尚待立法審 議通過。NHRC 對於開放全國性公民投票不在籍投票表示肯定，考量身心障 礙者常因身體健康、行動不便等因素而無法投票參與政治，NHRC 建議政府 應積極研議如何確保身心障礙者在與他人平等的基礎上，完整的參與政治活 動。,PI-06,A29,2026-05-01
AP-nhrc-2022-027,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,"（NHRC 對 LOI 第 27 題）中文回應： 一、文化部雖訂定「文化展演場館友善服務暨設施（備）檢核表」，然係由各場 館自行檢視無障礙之設備與服務，各文化展演場館是否落實檢視清查，有待 進一步確認。NHRC 表示我國文化展演場館大多數物理建築硬體環境雖具有 身心障礙者專用停車位、導盲磚、無障礙坡道、無障礙電梯及無障礙洗手間 等設施設備，但在展場設計及最為重要的藝文資訊提供等軟體服務方面，尚 有諸多需改善之處，例如：解說牌及展示櫃過高等狀況，未能考量輪椅使用 者之需求；針對聽覺障礙者，僅有部分文化展演場館提供感應線圈系統、手 語導覽 APP 或手語版本多媒體語音導覽機；僅少數博物館（如故宮）製作 易讀版本導覽手冊，提供給心智障礙者；大部分文化展演場館未能提供視覺 障礙者所需之螢幕報讀器、口述影像語音導覽機或專人口述影像導覽服務。 二、第二次國家報告 266 點指出，電影院無障礙設施設備係依《建築物無障礙設 施設計規範》規定辦理，由地方政府負責主管查驗業務。NHRC 表示政府除 應落實電影院業者須符合《建築物無障礙設施設計規範》規定，更應探究現 有電影院無障礙座位是否存有位置不佳、視線遭遮掩、逃生動線設計不佳等 狀況。 三、衛生福利部 2016 年《身心障礙者生活狀況及需求調查報告》指出，身心障 礙者從事休閒活動遭遇困難者，以「沒有無障礙設施」占 36.29%最多。依據 《公園附設兒童遊戲場設施安全管理情形調查表顯示》，截至 2021 年 1 月 31 日止，符合《兒童遊戲場設施安全管理規範》第 2 點之兒童遊戲場設施， 全國總家數為 3,085，僅有 277 家（未達 9%）提供身心障礙兒童使用之遊戲 設施（例如設有鳥巢鞦韆或其他無障礙遊具）。NHRC 建議政府應邀請身心 障礙者（包含身心障礙兒童）參與，蒐集具體遊戲需求，訂定共融式遊樂場 相關指引及安全管理規範，逐步建構完善的共融式遊樂環境。 四、政府於 2021 年 12 月 28 日修訂《國民體育法》，惟該次修法僅修訂第 22 條 條文，使具有公務員身分之運動選手，排除公務員服務法之限制，得從事商 業代言活動。NHRC 關注現行《國民體育法》未保障身心障礙者運動權益， 且未明定公共運動設施之設置應符合無障礙要求，體育政策之制定亦未考量 身心障礙者需求。NHRC 建議政府應修訂《國民體育法》第 7 條，於制定全 國體育發展政策，邀集身心障礙者及其代表組織參與，並考量身心障礙者的 多樣性。另修訂《國民體育法》第 44 條，公共運動設施應有無障礙設施設 置，保障身心障礙者平等使用運動設施及參與體育活動之權利。 C. 具體義務（第 31–33 條）",PI-06,A30,2026-05-01
AP-nhrc-2022-028,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 28 題）中文回應： 一、NHRC 將參考聯合國人權事務高級專員辦事處制定之《CRPD》人權指標， 與行政院共同研議我國身心障礙人權指標，據以進行定期資料之蒐集與分析， 並依分析結果提出人權指標監測報告。 二、現行政府公務統計仍未有身心障礙之複分類，NHRC 建議應比照性別分類， 於公務統計增列身心障礙指標，以系統性的方法、遵循人權取徑，蒐集各類 身心障礙議題資料（包含性取向與性別認同及新移民），定期追蹤《CRPD》 落實情形。,PI-08,A31,2026-05-01
AP-nhrc-2022-029,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 29 題）中文回應： 一、有鑑於國際合作有助於落實公約宗旨及目的，NHRC 認為政府不應自外於國 際組織及其所擬訂之國際標準，政府已制訂國家人權行動計畫，應依據國家 人權行動計畫發展身心障礙策略，再據以擬具身心障礙人權行動計畫。於發 展身心障礙權益促進及保障之策略，須符合《CRPD》第 33 條第 3 項及 《CRPD》 第 7 號一般性意見，確保身心障礙者及其代表團體參與，聚焦於身心障礙， 將身心障礙議題主流化，以強化融合身心障礙發展合作(disability inclusive development)。 二、有關 SDG11.2、11.7：現階段我國有關無障礙環境之法規命令及行政措施係 分散於不同機關主管，仍未能全面達成交通無障礙，如各縣市無障礙公車數 占比落差懸殊、人行道無障礙普及率仍低，且各縣市普及率呈現嚴重差距等， 亟待政府審慎檢討，提出改善對策。,PI-06,A32,2026-05-01
AP-nhrc-2022-030,2022-06,international_body,nhrc,國家人權委員會（NHRC）,shadow_report,src-2022-nhrc-parallel,SA-edu-inclusion,0,nhrc_independent_review,（NHRC 對 LOI 第 30 題）中文回應： 一、NHRC 於 2020 年 8 月 1 日成立，依據 NHRC 組織法第 2 條，NHRC 法定職 權包含監督政府機關人權業務各項作為之成效。為實踐國家人權機構之使命， NHRC 於 2021 年 7 月通過決議，建立符合《CRPD》第 33 條第 2 項之獨立 監督機制，並列入 2022 年度 NHRC 策略計畫之重點工作項目。NHRC《CRPD》 監督機制內容將包括：身心障礙人權指標監測、身心障礙權利案件申訴處理、 身心障礙權利案件調查及強化身心障礙者參與監督等重要工作。NHRC 將邀 請身心障礙者及其代表組織參與，並與我國《CRPD》協調機制（行政院身 心障礙者權益推動小組）密切聯繫、發展身心障礙人權指標，與中央及地方 各級政府機關建立協作關係，亦會與其他國家之《CRPD》監督機制及國際 身心障礙組織交流互動，發展合作關係，以促進、保障與監督《CRPD》之 實施，定期評估《CRPD》於我國落實情形，維護身心障礙者權利，保障其 平等參與社會、政治、經濟、文化等機會，促進其自立及發展。 二、2021 年 9 月 15 日 NHRC 發布《CRPD》第二次國家報告之獨立評估意見， 針對國家報告之內容全面回應，依據《CRPD》條文與《CRPD》第一次國際 審查的結論性意見，監督《CRPD》於我國落實情形，提出 NHRC 的立場與 建議。此外，針對 COVID-19 疫情，NHRC 於 2021 年 5 月 31 日發布聲明， 籲請重視身心障礙者因疫情加劇的多重弱勢處境，應採取更積極措施保障其 基本人權。另針對精神障礙觸法者處遇制度，NHRC 於 2021 年 10 月 20 日 及 2022 年 1 月 11 日提出對法律和政策修正方向的建議。 三、行政院於 2022 年 6 月 27 日成立人權及轉型正義處，以統籌協調跨部會的人 權事務，與制定國家人權政策。NHRC 關注行政院身心障礙者權益推動小組 做為《CRPD》第 33 條之指定協調機制，未來是否會因行政院人權及轉型正 義處成立而有更動。此外，依據《行政院身心障礙者權益推動小組設置要點》 第 3 點規定，該推動小組委員組成，專家學者及身心障礙者及其代表團體的 人數不得少於二分之一。NHRC 將持續關注行政院如何確保身心障礙者及其 代表團體，充分參與相關政策與法令的討論過程，以符合《CRPD》第 33 條 第 3 項意旨。 四、行政院於《CRPD》第二次國家報告第 281 點表示，依《CRPD 施行法》成 立之行政院身心障礙者權益推動小組，為我國實施《CRPD》於政府內指定 的協調機制。但 NHRC 於獨立評估意見第 119 點、134 點等點次指出，不同 部會對於業務歸屬未有共識甚至相互推諉。而中央及地方政府對於權責劃分 及經費分攤，亦常有疑義爭執。行政院身心障礙者權益推動小組做為《CRPD》 指定之協調機制，NHRC 建議對於此類歧見應積極協調，並建議政府應進行 身心障礙權利影響評估的機制與程序，以確保各機關於擬訂及推動重要計畫 及法律案時，均能將身心障礙平權觀點融入政策發展及執行過程。,"PI-05,PI-06",A33,2026-05-01
AP-ngo-001,2022-06,ngo,SR-2022-disability_alliance,中華民國身心障礙聯盟（殘聯）,public_statement,TBD,SA-edu-inclusion,-50,support_inclusion,(殘聯公開立場)主張融合教育為主軸方向、強化普通班特教資源、改善 IEP 品質。對特教學校:支持轉型品質提升而非廢除。,"PI-12,PI-13",A24,2026-05-01
AP-ngo-002,2022-06,ngo,SR-2022-disability_alliance,中華民國身心障礙聯盟（殘聯）,public_statement,TBD,SA-employment,-50,support_employment_first,"(殘聯公開立場)主張擴大支持就業預算、改善定額進用稽核、提升職業重建效能。對庇護工場:肯認部分身障者需保護性環境,強化轉銜機制而非全面 phase-out。",PI-09,A27,2026-05-01
AP-ngo-003,2022-06,ngo,SR-2022-disability_alliance,中華民國身心障礙聯盟（殘聯）,public_statement,TBD,SA-deinstitutionalization,-60,community_first,"(殘聯公開立場)支持去機構化方向,但反對單向廢除機構而忽略家庭照顧者負擔。應同步擴大個人助理員、社區式支持服務。","PI-07,PI-11","A19,A28",2026-05-01
AP-ngo-004,2022-06,ngo,SR-2022-pact_for_intellectual,中華民國智障者家長總會（智總）,public_statement,TBD,SA-legal-capacity,70,preserve_guardianship,"(智總公開立場)主張保留監護宣告制度。重度智能障礙者於部分情境難表達真實意願,全面廢除恐使弱勢者陷入財產 / 人身保護真空。應改革程序保障而非廢除。",PI-15,A12,2026-05-01
AP-ngo-005,2022-06,ngo,SR-2022-pact_for_intellectual,中華民國智障者家長總會（智總）,public_statement,TBD,SA-deinstitutionalization,30,preserve_residential,"(智總公開立場)支持去機構化但反對全面廢除住宿型機構。重度智能障礙者於專業團隊照顧之住宿機構獲得穩定支持,家庭難以替代。","PI-07,PI-11",A19,2026-05-01
AP-ngo-006,2022-06,ngo,SR-2022-blind_alliance,中華民國視障聯盟,public_statement,TBD,SA-accessibility,-85,comprehensive_a11y,(視聯盟公開立場)主張全面落實無障礙建築 / 無障礙網路 / 數位科技可及性。CO §90(a)(d) 採納其電子無障礙主張。,PI-08,A9,2026-05-01
AP-ngo-007,2022-06,ngo,SR-2022-blind_alliance,中華民國視障聯盟,public_statement,TBD,SA-edu-inclusion,-40,inclusion_with_support,"(視聯盟公開立場)支持融合教育,但強調必須有充足的盲用教材、定向行動訓練、點字服務、視訊輔助等專業支持。",PI-12,A24,2026-05-01
AP-ngo-008,2022-06,ngo,SR-2022-deaf_association,中華民國聾人協會,public_statement,TBD,SA-edu-inclusion,40,deaf_school_preserve,(聾人協會公開立場)主張保留聾校 / 雙語雙文化教育(手語+書面語)。聾文化主體性需要同質群體環境。CO §96 單軌融合方向未充分考慮聾文化保存。,"PI-12,PI-13","A24,A30",2026-05-01
AP-ngo-009,2022-06,ngo,SR-2022-deaf_association,中華民國聾人協會,public_statement,TBD,SA-accessibility,-75,sign_language_rights,(聾人協會公開立場)主張政府機關 / 醫療 / 司法 / 緊急通訊系統全面提供手語翻譯。台灣手語應制定為國家語言。,PI-08,"A9,A21",2026-05-01
AP-ngo-010,2022-06,ngo,SR-2022-autism_society,中華民國自閉症總會,public_statement,TBD,SA-medicalization,-10,neurodiversity_with_support,"(自閉症總會公開立場)支持神經多樣性權利尊重 + 早期療育介入。反對自閉症被工具化或污名化,亦反對拒絕專業支持。",PI-16,"A1,A25",2026-05-01
AP-ngo-011,2022-06,ngo,SR-2022-autism_society,中華民國自閉症總會,public_statement,TBD,SA-edu-inclusion,0,inclusion_needs_training,"(自閉症總會公開立場)支持融合教育方向,但堅持普通班教師對自閉症專業培訓須大幅強化。反對倉促融合而品質配套不足。","PI-12,PI-14","A7,A24",2026-05-01
AP-ngo-012,2022-06,ngo,SR-2022-mental_recovery,中華民國康復之友聯盟,public_statement,TBD,SA-deinstitutionalization,-70,community_mental_health,"(康復之友公開立場)主張精神衛生改革應投資社區式支持服務(會所模式 / clubhouse)、自立生活、就業重建,而非繼續以強制住院為主。","PI-11,PI-15","A14,A19,A25",2026-05-01
AP-ngo-013,2022-06,ngo,SR-2022-mental_recovery,中華民國康復之友聯盟,public_statement,TBD,SA-medicalization,-50,anti_compulsory_treatment,(康復之友公開立場)反對精神醫療之高度保護主義取向 / 強制治療為主。支持 CO §27-28 對自願住院 99% 表象提出質疑之立場。,"PI-15,PI-16","A12,A14,A25",2026-05-01
AP-ngo-014,2022-06,ngo,SR-2022-rare_disease,罕見疾病基金會,public_statement,TBD,SA-edu-inclusion,-20,rare_disease_individualization,"(罕病基金會公開立場)罕病兒少需要高度個別化支持(IEP + 醫療配合 + 心理支持)。支持融合方向,但需學校配備個別化醫療配合機制。","PI-10,PI-12","A24,A25",2026-05-01
AP-ngo-015,2022-06,ngo,SR-2022-multiple_handicap,中華民國多障家長協會,public_statement,TBD,SA-parental-rights,70,preserve_parental_role,(多障家長協會公開立場)強調家長對重度多重障礙未成年子女之監護角色不可被全面廢除。GC1 全廢除替代決策路徑於極重度多障情境不適用。,PI-15,"A12,A23",2026-05-01
AP-ngo-016,2022-06,ngo,SR-2022-disabled_women,台灣障礙女性平權連線,public_statement,TBD,SA-edu-inclusion,-60,intersectional_advocacy,"(障礙女性平權連線公開立場)主張身障女性於 CRPD §6 + CEDAW 之交叉歧視議題未被充分關注。要求政府於性平政策納入身障女性維度,於身障政策納入性別維度。","PI-09,PI-12",A6,2026-05-01
AP-ngo-017,2022-06,ngo,SR-2022-down_syndrome,台灣唐氏症關愛者協會,public_statement,TBD,SA-special-education-quality,30,quality_with_choice,"(唐氏症關愛者協會公開立場)唐氏症兒少之認知發展節奏不同,需要彈性學習環境。支持融合與特教學校並存,由家長依子女實際發展選擇。","PI-12,PI-13",A24,2026-05-01
AP-ngo-018,2022-06,ngo,SR-2022-cerebral_palsy,中華民國腦性麻痺協會,public_statement,TBD,SA-accessibility,-70,physical_accessibility,(腦麻協會公開立場)主張公共建築 / 交通 / 教育場所 / 醫療 之物理無障礙全面落實。輔具補助制度應擴大覆蓋。,PI-08,"A9,A20",2026-05-01
AP-ngo-019,2022-06,ngo,SR-2022-cerebral_palsy,中華民國腦性麻痺協會,public_statement,TBD,SA-employment,-40,supported_employment,"(腦麻協會公開立場)主張支持式就業之擴大,並爭取雇主合理調整法律義務化。腦麻就業歧視仍嚴重。",PI-09,A27,2026-05-01
AP-ngo-020,2017-08,ngo,SR-2017-spinal_cord,中華民國脊髓損傷者聯合會,public_statement,TBD,SA-accessibility,-80,wheelchair_accessibility,"(脊損聯合會公開立場)主張全面無障礙環境 / 大眾運輸 / 公共建築物。脊損自立生活需要環境支持配合,單獨醫療復健不夠。","PI-08,PI-11","A9,A19,A20",2026-05-01
AP-ngo-021,2017-08,ngo,SR-2017-autism_connect,社團法人台灣自閉兒社會福利基金會,public_statement,TBD,SA-medicalization,-30,early_intervention,(自閉兒社福基金會公開立場)強調自閉症早期介入之重要性。支持神經多樣性概念但堅持專業診斷與療育服務不可缺。,PI-16,"A25,A26",2026-05-01
